,RespondentID,"In your own words, what would you call the part of the country you live in now?",Personally identification as a Midwesterner?,Illinois in MW?,Indiana in MW?,Iowa in MW?,Kansas in MW?,Michigan in MW?,Minnesota in MW?,Missouri in MW?,Nebraska in MW?,North Dakota in MW?,Ohio in MW?,South Dakota in MW?,Wisconsin in MW?,Arkansas in MW?,Colorado in MW?,Kentucky in MW?,Oklahoma in MW?,Pennsylvania in MW?,West Virginia in MW?,Montana in MW?,Wyoming in MW?,ZIP Code,Gender,Age,Household Income,Education,Location (Census Region)
1452,3123124328,midwest,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60140.0,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1453,3122599989,backwoods,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,62707.0,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1454,3122568491,midwest,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,46235.0,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1455,3121722783,midwest,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,61048.0,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1456,3124408797,midwest,Not at all,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,47040.0,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1457,3123057392,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,49001.0,Male,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1458,3123111633,backwoods,Some,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,45440.0,Male,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1459,3122664937,midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48042.0,Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central
1460,3122504233,midwest,Some,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,46237.0,Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central
1461,3123836848,backwoods,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,44280.0,Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central
1462,3124900399,ohio,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,60201.0,Male,18-29,"$50,000 - $99,999",Graduate degree,East North Central
1463,3123097666,northeast,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,44081.0,Female,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1464,3122826532,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,44333.0,Female,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1465,3122318802,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60640.0,Female,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1466,3122425980,midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,45066.0,Male,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1467,3122271739,backwoods,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,54849.0,Male,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1468,3122341384,midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,46323.0,Female,45-60,"$25,000 - $49,999",Graduate degree,East North Central
1469,3124346834,midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,45223.0,Female,45-60,"$25,000 - $49,999",Graduate degree,East North Central
1470,3124294025,backwoods,Some,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,45150.0,Female,45-60,"$25,000 - $49,999",Graduate degree,East North Central
1471,3122308841,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,60626.0,Male,45-60,"$25,000 - $49,999",Graduate degree,East North Central
1472,3122950607,midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60637.0,Female,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1473,3122509754,backwoods,Not much,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,61614.0,Female,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1474,3121776725,backwoods,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,46637.0,Female,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1475,3123194092,midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,45503.0,Female,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1476,3124777082,minnesota,Not at all,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,44103.0,Female,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1477,3122874410,ohio,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,60615.0,Male,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1478,3124556481,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,46107.0,Male,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1479,3122781276,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,53575.0,Male,30-44,"$25,000 - $49,999",Graduate degree,East North Central
1480,3123704638,backwoods,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,47715.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1481,3122318840,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,62704.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1482,3122254956,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,53140.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1483,3122244813,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,53711.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1484,3122084692,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,60647.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1485,3121632728,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,47901.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1486,3122870899,midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,53217.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1487,3122226618,midwest,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48823.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1488,3122010054,backwoods,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,48168.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1489,3123085748,midwest,Not at all,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,44305.0,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1490,3123988698,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60615.0,Male,18-29,"$25,000 - $49,999",Graduate degree,East North Central
1491,3122661460,midwest,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,47401.0,Female,> 60,"$0 - $24,999",Graduate degree,East North Central
1492,3122254212,midwest,Some,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,53202.0,Female,> 60,"$0 - $24,999",Graduate degree,East North Central
1493,3122150236,northeast,A lot,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,44405.0,Female,45-60,"$0 - $24,999",Graduate degree,East North Central
1494,3123281433,midwest,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48103.0,Female,30-44,"$0 - $24,999",Graduate degree,East North Central
1495,3122089166,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,43202.0,Female,18-29,"$0 - $24,999",Graduate degree,East North Central
1496,3124995140,backwoods,Not much,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,49931.0,Male,18-29,"$0 - $24,999",Graduate degree,East North Central
1497,3125960435,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,62702.0,Male,18-29,"$0 - $24,999",Graduate degree,East North Central
1503,3124516238,backwoods,Not much,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,45069.0,Female,> 60,"$150,000+",Associate or bachelor degree,East North Central
1504,3122388921,midwest,Not much,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,45069.0,Female,> 60,"$150,000+",Associate or bachelor degree,East North Central
1505,3124385106,middlewest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60202.0,Female,> 60,"$150,000+",Associate or bachelor degree,East North Central
1506,3123794241,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,47403.0,Female,> 60,"$150,000+",Associate or bachelor degree,East North Central
1507,3123045227,backwoods,A lot,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,54970.0,Female,> 60,"$150,000+",Associate or bachelor degree,East North Central
1508,3122900988,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60563.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1509,3122849755,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60048.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1510,3122705795,america,A lot,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48315.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1511,3122543392,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,60015.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1512,3122193541,midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60302.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1513,3121642789,midwest,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,46037.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1514,3121676647,midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60169.0,Male,> 60,"$150,000+",Associate or bachelor degree,East North Central
1515,3123773774,midwest,Not much,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60446.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1516,3123570601,canada,Not much,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,44062.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1517,3122688911,midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,44024.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1518,3123728130,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,53012.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1519,3123175186,midwest,A lot,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,45069.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1520,3123130874,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,60025.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1521,3120877926,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,49301.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1522,3123615317,backwoods,Some,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,44233.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1523,3123012386,midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48035.0,Female,45-60,"$150,000+",Associate or bachelor degree,East North Central
1524,3125339247,backwoods,Not much,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,49505.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1525,3123915217,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60102.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1526,3122479150,midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60439.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1527,3122403052,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,60622.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1528,3122071243,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,45806.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1529,3125508593,backwoods,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60540.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1530,3121678890,midwest,Some,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,53097.0,Male,45-60,"$150,000+",Associate or bachelor degree,East North Central
1531,3122688202,midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,44130.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1532,3121755646,backwoods,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60563.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1533,3121415220,midwest,Not much,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,45241.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1534,3122294785,midwest,A lot,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,61526.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1535,3122668250,midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60020.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1536,3122474247,midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,49504.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1537,3122401385,midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,60543.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1538,3123143325,midwest,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,45840.0,Female,30-44,"$150,000+",Associate or bachelor degree,East North Central
1539,3125601248,midwest,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,61821.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1540,3124091048,midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,48306.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1541,3124631385,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,60062.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1542,3123062232,backwoods,A lot,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,54701.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1543,3122506236,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,54009.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1544,3122487369,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,48917.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1545,3126756635,midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,61422.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1546,3126639255,backwoods,Some,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,43214.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1547,3123185824,backwoods,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,54961.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1548,3122063124,midwest,Some,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,60622.0,Male,30-44,"$150,000+",Associate or bachelor degree,East North Central
1549,3123598374,backwoods,Not much,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,48326.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1550,3123126027,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,53217.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1551,3123067892,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,60202.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1552,3121676090,midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,43316.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1553,3121504178,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,54701.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1554,3120747567,midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,53511.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1555,3123801443,midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,45458.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1556,3123268855,midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,44121.0,Female,18-29,"$150,000+",Associate or bachelor degree,East North Central
1557,3126319685,midwest,A lot,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,54636.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1558,3124848259,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,48073.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1559,3123137035,suburbs,A lot,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60103.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1560,3126130261,ohio,Some,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,45324.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1561,3124841451,midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60189.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1562,3123276607,midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,44106.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1563,3122701960,midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48098.0,Male,18-29,"$150,000+",Associate or bachelor degree,East North Central
1564,3123127006,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,53937.0,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1565,3122917625,midwest,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,44053.0,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1566,3122084387,backwoods,Not much,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48198.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1567,3122932012,midwest,A lot,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60014.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1568,3122557204,midwest,A lot,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,45014.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1569,3122351189,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,53092.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1570,3122088577,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60030.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1571,3122016516,backwoods,A lot,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,61720.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1572,3121861309,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,54403.0,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1573,3121803055,midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,53403.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1574,3123571775,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,49504.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1575,3123343539,midwest,A lot,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60061.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1576,3122683555,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,61016.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1577,3122676507,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,44087.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1578,3122491682,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,53144.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1579,3121405418,midwest,A lot,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,60194.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1580,3122262573,midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60102.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1581,3121842136,midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,61201.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
1582,3121602005,backwoods,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48451.0,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,East North Central
